id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,subset_category,image_path
8092,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Galaxy Elite White Sports Shoes,Sports Shoes,data/subset/Sports Shoes/8092.jpg
29242,Men,Footwear,Sandal,Sandals,Black,Spring,2013.0,Casual,ADIDAS Men Zephyral Black Sandals,Sandals,data/subset/Sandals/29242.jpg
50153,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Heels,Heels,data/subset/Heels/50153.jpg
10299,Women,Footwear,Shoes,Heels,Black,Fall,2013.0,Casual,Clarks Women Black Leather Wedges,Heels,data/subset/Heels/10299.jpg
13966,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ed Hardy Men Solid White Tshirts,Tshirts,data/subset/Tshirts/13966.jpg
10266,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Clarks Men Goto Hi Cola Suede Brown Shoes,Casual Shoes,data/subset/Casual Shoes/10266.jpg
19608,Women,Apparel,Topwear,Tops,Olive,Summer,2011.0,Casual,United Colors of Benetton Women Solid Olive Top,Tops,data/subset/Tops/19608.jpg
23510,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Men Black Dial Watch,Watches,data/subset/Watches/23510.jpg
12897,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men Game Point White Casual Shoes,Casual Shoes,data/subset/Casual Shoes/12897.jpg
45845,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Vishudh Women Green Kurta,Kurtas,data/subset/Kurtas/45845.jpg
27078,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,Heels,data/subset/Heels/27078.jpg
45352,Women,Footwear,Shoes,Heels,Olive,Summer,2016.0,Casual,Cobblerz Women Olive Green Sandals,Heels,data/subset/Heels/45352.jpg
5476,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women's Air Max Moto White Shoe,Sports Shoes,data/subset/Sports Shoes/5476.jpg
9498,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,John Miller Men Pink white black check Pink Shirts,Shirts,data/subset/Shirts/9498.jpg
1762,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Lotto Women Cathy Blue T-shirt,Tshirts,data/subset/Tshirts/1762.jpg
24188,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Converse Unisex Chuck Taylor All Stars Red Casual Shoes,Casual Shoes,data/subset/Casual Shoes/24188.jpg
25674,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Women Silver Dial Watch NA6004SL01,Watches,data/subset/Watches/25674.jpg
22395,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Mark Taylor Men Striped Blue Shirt,Shirts,data/subset/Shirts/22395.jpg
33044,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Mother Earth Women Printed Blue Kurta,Kurtas,data/subset/Kurtas/33044.jpg
36206,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Gini Jony Boys Black Shirt,Shirts,data/subset/Shirts/36206.jpg
35880,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jungle Book Boys Royal White T-shirt,Tshirts,data/subset/Tshirts/35880.jpg
20754,Women,Footwear,Shoes,Heels,Black,Spring,2013.0,Casual,Carlton London Women Black Heels,Heels,data/subset/Heels/20754.jpg
5239,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Reebok Men's Zigfuel White Shoe,Sports Shoes,data/subset/Sports Shoes/5239.jpg
36830,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Vishudh Women Purple Kurta,Kurtas,data/subset/Kurtas/36830.jpg
21543,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Small Pocket Black Handbag,Handbags,data/subset/Handbags/21543.jpg
41972,Girls,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Gini and Jony Girls Summer Up Blue Top,Tops,data/subset/Tops/41972.jpg
11997,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Classic Polo Men Stripes Green Tshirts,Tshirts,data/subset/Tshirts/11997.jpg
44563,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals,Sandals,data/subset/Sandals/44563.jpg
34632,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Lotto Men Dolce Vita II Grey Sports Shoes,Sports Shoes,data/subset/Sports Shoes/34632.jpg
10217,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Murcia Women Kkhh Pink Handbags,Handbags,data/subset/Handbags/10217.jpg
11258,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Sports,Puma Women Black Essential Racerback Tank Top,Tops,data/subset/Tops/11258.jpg
42181,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2012.0,Sports,Lotto Men Silver & Green Sports Shoes,Sports Shoes,data/subset/Sports Shoes/42181.jpg
56679,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Portia Women Brown Sandals,Heels,data/subset/Heels/56679.jpg
9332,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Puma Women Ess Striped White Tops,Tops,data/subset/Tops/9332.jpg
48021,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Helix Women White Dial Watch,Watches,data/subset/Watches/48021.jpg
40373,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tokyo Talkies Women White Top,Tops,data/subset/Tops/40373.jpg
2899,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Wedding Collection Gold Heels,Heels,data/subset/Heels/2899.jpg
30766,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Men Blue Matka Silk Kurta,Kurtas,data/subset/Kurtas/30766.jpg
4313,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Tantra Kid's Unisex Elephant Pink Kidswear,Tshirts,data/subset/Tshirts/4313.jpg
37256,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes,Casual Shoes,data/subset/Casual Shoes/37256.jpg
2820,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Formal,Lee Cooper Men Formal Leather Black Sandal,Sandals,data/subset/Sandals/2820.jpg
21552,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Kiara Women Small Pocket Purple Handbag,Handbags,data/subset/Handbags/21552.jpg
21557,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Kiara Women Classic Purple Handbag,Handbags,data/subset/Handbags/21557.jpg
13166,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Skechers Women Ultra Silver Sports Shoes,Sports Shoes,data/subset/Sports Shoes/13166.jpg
29507,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Giordano Women Blue Dial Watch,Watches,data/subset/Watches/29507.jpg
2895,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Heeled Black Silver Strap Heels,Heels,data/subset/Heels/2895.jpg
25842,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Diva Women Printed Multi Coloured Kurta,Kurtas,data/subset/Kurtas/25842.jpg
42860,Women,Accessories,Bags,Handbags,Cream,Summer,2012.0,Casual,French Connection Women Cream Handbag,Handbags,data/subset/Handbags/42860.jpg
19789,Men,Apparel,Topwear,Tshirts,Orange,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Orange Tshirt,Tshirts,data/subset/Tshirts/19789.jpg
39634,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Overplay White Sports Shoes,Sports Shoes,data/subset/Sports Shoes/39634.jpg
43570,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Puma Women Black Handbag,Handbags,data/subset/Handbags/43570.jpg
18734,Women,Apparel,Topwear,Tops,Off White,Fall,2011.0,Casual,Arrow Woman Bow Off White Top,Tops,data/subset/Tops/18734.jpg
54662,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Black Dial  Watch,Watches,data/subset/Watches/54662.jpg
43269,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Aneri Women Pink Kurta,Kurtas,data/subset/Kurtas/43269.jpg
5415,Girls,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Ant Kids Girl's Red Little Heart Kidswear,Tshirts,data/subset/Tshirts/5415.jpg
20153,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Taylor Block Check Blue Shirt,Shirts,data/subset/Shirts/20153.jpg
50719,Girls,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Doodle Girls Red Printed Top,Tops,data/subset/Tops/50719.jpg
21727,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Women Speeder White Sports Shoes,Sports Shoes,data/subset/Sports Shoes/21727.jpg
32191,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Men Phantom Blue Sports Shoes,Sports Shoes,data/subset/Sports Shoes/32191.jpg
41827,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Skechers Women White Sports Shoes,Sports Shoes,data/subset/Sports Shoes/41827.jpg
46308,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Watch AM4183,Watches,data/subset/Watches/46308.jpg
26050,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt,Shirts,data/subset/Shirts/26050.jpg
41726,Women,Footwear,Shoes,Heels,Multi,Winter,2012.0,Casual,Catwalk Women Multi Colour Heels,Heels,data/subset/Heels/41726.jpg
23297,Men,Footwear,Sandal,Sandals,Red,Fall,2011.0,Casual,Lotto Men Zeus Red Sandal,Sandals,data/subset/Sandals/23297.jpg
41668,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels,Heels,data/subset/Heels/41668.jpg
37418,Women,Accessories,Bags,Handbags,Multi,Summer,2012.0,Casual,Murcia Women Multi Handbag,Handbags,data/subset/Handbags/37418.jpg
48492,Women,Apparel,Topwear,Tops,Beige,Winter,2011.0,Casual,French Connection Women Beige Top,Tops,data/subset/Tops/48492.jpg
45735,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,Folklore Women Cream Kurta,Kurtas,data/subset/Kurtas/45735.jpg
9974,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Black Polo Tshirts,Tshirts,data/subset/Tshirts/9974.jpg
35699,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Nike Men Air Deschutz Black Sandals,Sandals,data/subset/Sandals/35699.jpg
22867,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes,Casual Shoes,data/subset/Casual Shoes/22867.jpg
10403,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Uri Purple Tops,Tops,data/subset/Tops/10403.jpg
42533,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012.0,Ethnic,Mother Earth Women Blue Printed Kurta,Kurtas,data/subset/Kurtas/42533.jpg
54676,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial  Watch NB9735NL01,Watches,data/subset/Watches/54676.jpg
24302,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Converse Unisex Blue Casual Shoes,Casual Shoes,data/subset/Casual Shoes/24302.jpg
43539,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,French Connection Women Multicoloured Striped Top,Tops,data/subset/Tops/43539.jpg
29573,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Edgemont Black Shoes,Casual Shoes,data/subset/Casual Shoes/29573.jpg
31172,Girls,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Gini and Jony Girls Peach Top,Tops,data/subset/Tops/31172.jpg
24367,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Folklore Women Green  Kurta,Kurtas,data/subset/Kurtas/24367.jpg
41660,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Blue Striped Shirt,Shirts,data/subset/Shirts/41660.jpg
57122,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Elle Women White Tops,Tops,data/subset/Tops/57122.jpg
17677,Women,Footwear,Shoes,Heels,Tan,Winter,2015.0,Casual,Catwalk Women Weaved Strap Tan Flats,Heels,data/subset/Heels/17677.jpg
15259,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,ADIDAS Originals Women Top Ten low Sleek White Casual Shoes,Casual Shoes,data/subset/Casual Shoes/15259.jpg
14729,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ed Hardy Men Don.Ed White Tshirts,Tshirts,data/subset/Tshirts/14729.jpg
54540,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2012.0,Sports,F Sports Men Grey Gravity Sports Shoes,Sports Shoes,data/subset/Sports Shoes/54540.jpg
26430,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Spice Art Women Leatherette Brown Handbag,Handbags,data/subset/Handbags/26430.jpg
45925,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch,Watches,data/subset/Watches/45925.jpg
7371,Men,Footwear,Sandal,Sandals,Brown,Winter,2018.0,Casual,Red Tape Men Casual Light Brown Floater,Sandals,data/subset/Sandals/7371.jpg
18274,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,Aneri Women Niti Purple Kurta,Kurtas,data/subset/Kurtas/18274.jpg
59874,Women,Apparel,Topwear,Shirts,Green,Fall,2012.0,Casual,Femella Women Green Check Shirt,Shirts,data/subset/Shirts/59874.jpg
54084,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Mumbai Slang Women Blue Top,Tops,data/subset/Tops/54084.jpg
9113,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Women Exsis 2 Black Sports Shoes,Sports Shoes,data/subset/Sports Shoes/9113.jpg
11503,Women,Footwear,Shoes,Heels,Blue,Spring,2013.0,Casual,Catwalk Women Lifestyle Blue Flats,Heels,data/subset/Heels/11503.jpg
3664,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Fila Men's Walker White Shoe,Sports Shoes,data/subset/Sports Shoes/3664.jpg
11045,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Check White Shirts,Shirts,data/subset/Shirts/11045.jpg
42559,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Mother Earth Women Multi Coloured Kurta,Kurtas,data/subset/Kurtas/42559.jpg
28729,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,W Women Printed Cream Kurta,Kurtas,data/subset/Kurtas/28729.jpg
30096,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Ed Hardy Men Black Dial Watch,Watches,data/subset/Watches/30096.jpg
9121,Men,Footwear,Shoes,Sports Shoes,Brown,Summer,2013.0,Casual,Puma Men Yacht L Brown Casual Shoes,Sports Shoes,data/subset/Sports Shoes/9121.jpg
43547,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Woodland Men Brown Sandals,Sandals,data/subset/Sandals/43547.jpg
5000,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Gini and Jony Girl's Gloria Green Kidswear,Tops,data/subset/Tops/5000.jpg
37070,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Handbag,Handbags,data/subset/Handbags/37070.jpg
57424,Women,Apparel,Topwear,Tshirts,Charcoal,Summer,2015.0,Casual,Angry Birds Women Charcoal T-shirt,Tshirts,data/subset/Tshirts/57424.jpg
42854,Women,Accessories,Bags,Handbags,Brown,Summer,2010.0,Casual,French Connection Brown Colourblocked Tote Bag,Handbags,data/subset/Handbags/42854.jpg
33935,Men,Apparel,Topwear,Tshirts,Turquoise Blue,Summer,2012.0,Casual,ADIDAS Men Polo Turquoise Blue T-Shirt,Tshirts,data/subset/Tshirts/33935.jpg
12789,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,Mother Earth Women Sajiya Collt White Kurtas,Kurtas,data/subset/Kurtas/12789.jpg
2900,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Wedding Collection Silver Heels,Heels,data/subset/Heels/2900.jpg
44544,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals,Sandals,data/subset/Sandals/44544.jpg
18878,Women,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Arrow Woman Fendy Purple Shirt,Shirts,data/subset/Shirts/18878.jpg
32224,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Striped Blue Kurta,Kurtas,data/subset/Kurtas/32224.jpg
4136,Women,Footwear,Shoes,Casual Shoes,Silver,Winter,2015.0,Casual,Skechers Women Silver White Blue Shoe,Casual Shoes,data/subset/Casual Shoes/4136.jpg
20385,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Baggit Women Flare Baby Purple Handbag,Handbags,data/subset/Handbags/20385.jpg
15723,Women,Footwear,Shoes,Sports Shoes,White,Spring,2013.0,Sports,Nike Women Ballista II White Sports Shoes,Sports Shoes,data/subset/Sports Shoes/15723.jpg
22177,Men,Footwear,Shoes,Casual Shoes,Tan,Fall,2012.0,Casual,Timberland Men Tan Casual Shoes,Casual Shoes,data/subset/Casual Shoes/22177.jpg
50763,Men,Footwear,Sandal,Sandals,Navy Blue,Winter,2018.0,Casual,Red Chief Men Navy Blue Sandals,Sandals,data/subset/Sandals/50763.jpg
34075,Women,Footwear,Shoes,Heels,White,Fall,2012.0,Formal,Clarks Women Henderson Toy Bone Leather White Flats,Heels,data/subset/Heels/34075.jpg
20689,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011.0,Casual,Buckaroo Men Mirar Brown Casual Shoes,Casual Shoes,data/subset/Casual Shoes/20689.jpg
49907,Girls,Accessories,Watches,Watches,Yellow,Winter,2016.0,Casual,Q&Q Kids Girls White Dial Analog Watch,Watches,data/subset/Watches/49907.jpg
3967,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Jealous 21 Women Pink & Beige Long Top,Tops,data/subset/Tops/3967.jpg
8909,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Puma Unisex Benecio Leather Drip Indigo Blue Casual Shoes,Casual Shoes,data/subset/Casual Shoes/8909.jpg
33105,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Flats,Heels,data/subset/Heels/33105.jpg
34574,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Printed Black Top,Tops,data/subset/Tops/34574.jpg
18299,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aneri Women Zeenat Black Kurta,Kurtas,data/subset/Kurtas/18299.jpg
31826,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Men White Dial Watch,Watches,data/subset/Watches/31826.jpg
47115,Boys,Footwear,Sandal,Sandals,Blue,Fall,2012.0,Casual,Marvel Boys Blue Slippers,Sandals,data/subset/Sandals/47115.jpg
36614,Women,Footwear,Shoes,Heels,Multi,Winter,2015.0,Casual,Catwalk Women Multi-Coloured Heels,Heels,data/subset/Heels/36614.jpg
10374,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Women Solid Green T-shirt,Tshirts,data/subset/Tshirts/10374.jpg
10533,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,New Balance MW631 Men Others Walking Black Sports Shoes,Sports Shoes,data/subset/Sports Shoes/10533.jpg
18756,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Arrow Woman Kiro Blue Shirt,Shirts,data/subset/Shirts/18756.jpg
15369,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Red Tape Men Casual Black Sandals,Sandals,data/subset/Sandals/15369.jpg
11629,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Stripe White Kurtas,Kurtas,data/subset/Kurtas/11629.jpg
41680,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Catwalk Women Bronze Heels,Heels,data/subset/Heels/41680.jpg
51410,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Myntra Men White and Navy Blue Check Shirt,Shirts,data/subset/Shirts/51410.jpg
14775,Men,Apparel,Topwear,Shirts,Blue,Fall,2013.0,Formal,Arrow Men Blue Striped Shirt,Shirts,data/subset/Shirts/14775.jpg
39067,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Arrow Sport Men Green T-shirt,Tshirts,data/subset/Tshirts/39067.jpg
45884,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Maxima Men SSteele Blue Dial Watch,Watches,data/subset/Watches/45884.jpg
20387,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Baggit Women Bunny Taj Purple Handbag,Handbags,data/subset/Handbags/20387.jpg
41098,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,Allen Solly Woman Cream Top,Tops,data/subset/Tops/41098.jpg
38786,Men,Footwear,Sandal,Sandals,Brown,Winter,2015.0,Casual,Woodland Men Brown Sandals,Sandals,data/subset/Sandals/38786.jpg
15314,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Ranger White Sports Shoes,Sports Shoes,data/subset/Sports Shoes/15314.jpg
38343,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Mr. Men Little Miss Girls White Tops,Tops,data/subset/Tops/38343.jpg
34522,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Red Tape Men Brown Sandals,Sandals,data/subset/Sandals/34522.jpg
15970,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Turtle Check Men Navy Blue Shirt,Shirts,data/subset/Shirts/15970.jpg
8737,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Checks Shirt Purple Shirts,Shirts,data/subset/Shirts/8737.jpg
24510,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Mother Earth Women Green Printed Kurta,Kurtas,data/subset/Kurtas/24510.jpg
10758,Girls,Footwear,Shoes,Casual Shoes,Blue,Winter,2012.0,Casual,Disney Kids Girls Princess Heart Blue Casual Shoes,Casual Shoes,data/subset/Casual Shoes/10758.jpg
36674,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Paridhan Women Orange Handbag,Handbags,data/subset/Handbags/36674.jpg
43584,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Top,Tops,data/subset/Tops/43584.jpg
28712,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,W Women Printed Blue Kurta,Kurtas,data/subset/Kurtas/28712.jpg
32234,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012.0,Ethnic,Fabindia Women Printed Grey Kurta,Kurtas,data/subset/Kurtas/32234.jpg
3385,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Brown Self Design Shoulder Bag,Handbags,data/subset/Handbags/3385.jpg
14623,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Check Grey Shirts,Shirts,data/subset/Shirts/14623.jpg
24269,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Quiksilver Men Grey Printed T-shirt,Tshirts,data/subset/Tshirts/24269.jpg
38605,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Nike Men Yellow Eligible Athlete T-shirt,Tshirts,data/subset/Tshirts/38605.jpg
56920,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Sandals,Heels,data/subset/Heels/56920.jpg
25836,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012.0,Ethnic,Diva Women Printed Orange Kurta,Kurtas,data/subset/Kurtas/25836.jpg
29250,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Puntero VII Trx HG White Sports Shoes,Sports Shoes,data/subset/Sports Shoes/29250.jpg
18173,Girls,Apparel,Topwear,Tops,Magenta,Fall,2011.0,Casual,Doodle Kids Girls Layer Magenta Top,Tops,data/subset/Tops/18173.jpg
11613,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011.0,Ethnic,W Women Solid Teal Blue Kurtas,Kurtas,data/subset/Kurtas/11613.jpg
38446,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Baggit Women Beige Handbag,Handbags,data/subset/Handbags/38446.jpg
24690,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Lee Cooper Men Casual Brown Shoes,Casual Shoes,data/subset/Casual Shoes/24690.jpg
30780,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Men Striped Blue Striped Kurta,Kurtas,data/subset/Kurtas/30780.jpg
11485,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Race Luminous 3HD Silver green Black Watches,Watches,data/subset/Watches/11485.jpg
40617,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Span Women Green Kurta,Kurtas,data/subset/Kurtas/40617.jpg
42839,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,French Connection Women Brown Handbag,Handbags,data/subset/Handbags/42839.jpg
30002,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Aspen Women White Dial Watch,Watches,data/subset/Watches/30002.jpg
25410,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men 2.04 Black Sports Shoes,Sports Shoes,data/subset/Sports Shoes/25410.jpg
45296,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Casio Sheen Women White Analogue Watches (SX044) SHE-3801GL-7ADR,Watches,data/subset/Watches/45296.jpg
3950,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2011.0,Casual,Jealous 21 Women Navy Black Top,Tops,data/subset/Tops/3950.jpg
40129,Boys,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony BoysCore Navy Blue Shirt,Shirts,data/subset/Shirts/40129.jpg
3519,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's I have Multiple Personalities White T-shirt,Tshirts,data/subset/Tshirts/3519.jpg
36207,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini Jony Girls Printed White Top,Tops,data/subset/Tops/36207.jpg
37315,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO Edifice Men White Dial Chronograph Watch EX006,Watches,data/subset/Watches/37315.jpg
31324,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Printed Blue Kurta,Kurtas,data/subset/Kurtas/31324.jpg
